Brand,Series,,,Wattages,Tier,Year,,Size,ATX Ver.,Input Range,Modularity,Efficiency,Topology,,,ODM,Platform Code,Notes
,,,,1200W,E,2023,,ATX,ATX 3.x,Full,Full,G,LLC,SR,DC-DC,SANR,S-850MZ A-J,"Failed ATX 3.0 12V power excursion testing, malfunctioning OCP on 3.3V. S-MZ platform may not be able to handle high wattages."
,,,,1350W,C*,2023,,ATX,ATX 3.x,Full,Full,G,LLC,SR,DC-DC,SANR,S-1700M A-J,
,,,FX,550/650W,B,2024,,SFX,ATX 2.x,Full,Full,G,LLC,SR,DC-DC,SANR,S-850F A-J,"550W tested, 550/650W TGFX lack 12VHPWR connector. Mediocre ripple & poor inrush current."
,,,,750/850W,C*,2024,,SFX,ATX 3.x,Full,Full,G,LLC,SR,DC-DC,SANR,S-850F A-J,Other wattages untested. See here.
,,,S,500/550W,C*,2023,,ATX,ATX 2.x,Full,No,G,LLC,SR,DC-DC,SANR,S-750MZ A,Cost-down S-850MZ platform reserved for 500-550w?
,,,,650/750W,C*,2023,,ATX,ATX 3.x,Full,No,G,LLC,SR,DC-DC,SANR,S-850MZ A,Downrated minor rail DC-DC converters? See official page and images of the product.
,,,,850W,C*,2023,,ATX,ATX 3.x,Full,No,G,LLC,SR,DC-DC,SANR,S-850MZ A-J,
,TR-TP,,-,850/1000W,C*,2023,,ATX,ATX 3.x,Full,Full,P,LLC,SR,DC-DC,SANR,S-850MZ AB-J,Requires proper reviews/teardowns. Beefier/more efficient S-850MZ A? See here for a review.
,,,,1350W,C*,2023,,ATX,ATX 3.x,Full,Full,P,LLC,SR,DC-DC,SANR,S-1700M A,Requires reviews/teardowns. Beefier/more efficient S-1700M A-J?
,,,,1650W,C*,2023,,ATX,ATX 3.x,Full,Full,P,LLC,SR,DC-DC,SANR,S-1700M A,
,,,FX,650W,C*,2024,,SFX,ATX 2.x,Full,Full,P,LLC,SR,DC-DC,SANR,S-850SF A,Beefier TGFX? No info.
,,,,750/850W,C*,2024,,SFX,ATX 3.x,Full,Full,P,LLC,SR,DC-DC,SANR,S-850SF A,Beefier TGFX? No info.
,TR-SG,,-,650W,C*,2024,,ATX,ATX 2.x,Full,Full,G,LLC,SR,DC-DC,SANR,S-850MZ A,"SG series may be very similar to TG, but lack reviews and information otherwise. China/Singapore only?"
,,,,750/850W,C*,2024,,ATX,ATX 3.x,Full,Full,G,LLC,SR,DC-DC,SANR,S-850MZ A,
,,,FX,650W,C*,2024,,SFX,ATX 3.x,Full,Full,G,LLC,SR,DC-DC,SANR,S-850SF A-J,
,,,,850W,C*,2024,,SFX,ATX 3.x,Full,Full,G,LLC,SR,DC-DC,SANR,S-850SF A-J,
,,,S,650W,C*,2024,,ATX,ATX 2.x,Full,No,G,LLC,SR,DC-DC,SANR?,S-850MZ A?,
,,,,750/850W,C*,2024,,ATX,ATX 3.x,Full,No,G,LLC,SR,DC-DC,SANR?,S-850MZ A?,
,,,,,,,,,,,,,,,,,,
Vetroo,GV/G5,,2023 (ATX 3.0),850/1000W,A,2023,,ATX,ATX 3.x,Full,Full,G,LLC,SR,DC-DC,Andyson,P32B (modified P32),BE WARY OF ATX 3.1 2024 VARIANT! Poor transient response on 3.3V and load regulation on 5VSB. Very good electrical performance otherwise.
,,,2024 (ATX 3.1),850/1000W,B+,2024,,ATX,ATX 3.x,Full,Full,G,LLC,SR,DC-DC,Jiumeng,JM-880-QT,"Advertised as ATX 3.1. Platform has poor transient response in 200% ATX 3.1 test, weak 3.3V load regulation, and high-set OCP on the minor rails."
,SFX,,,850W,B*,2025,,SFX,ATX 3.x,Full,Full,G,LLC,SR,DC-DC,Jiumeng,JM-SFX800 (GL850 SFX),Limited Cybenetics testing data is available. Need further testing before making any recommendations.
,,,,,,,,,,,,,,,,,,
Vida,Lite,,,500/650/750W,F,2024,,ATX,ATX 2.x,230V,No,N,DF,PR,GR,Unknown,,PPFC
,,,,,,,,,,,,,,,,,,
Xigmatek,Fury GD,,,1100W,A,2023,,ATX,ATX 3.x,Full,Full,G,LLC,SR,DC-DC,Andyson,P32,
,,,,850W,B+,2023,,ATX,ATX 3.x,Full,Full,G,LLC,SR,DC-DC,Andyson,PAD35,Overall really good electrical performance with only the 3.3V rail trailing behind in transients and failing testing. OTP isn't tested.
,Harrier,,,550/650W,B-,2019,,ATX,ATX 2.x,Full,Full,G,LLC,SR,DC-DC,Andyson,PAD07,
,Hera Gold,,,650/750/850W,E,2019,,ATX,ATX 2.x,Full,Full,G,LLC,SR,DC-DC,Andyson,PAD03,"Both the 12V and 3.3V rail fail in ripple measurements, exceeding the ATX specification. No transient response testing."
,Hydra M,,,550/650/750W,C,2020,,ATX,ATX 2.x,230V,Full,B,DF,PR,DC-DC,Guang Hai,GH356,
,LOKI,,,750/850W,F,2024,,ATX,ATX 3.x,Full,No,B,DF,SR,DC-DC,Guang Hai,GH359,"Failed ATX 3.0 power excursion, protections, and 12V transient response. Low-quality components."
,Maverick S,,,400/500/600W,F,2015,,ATX,ATX 2.x,Full,Semi,B,DF,PR,GR,Andyson,Z8,"2 year warranty, sleeve bearing fan. Miserable electrical performance."
,THOR,V1,,450/550W,E,2022,,ATX,ATX 2.x,Full,No,B,DF,SSR,DC-DC,ABLE,,Poor electrical performance from an unknown OEM; fails all 12V transient response testing per F14 Lab's testing.
,,,,650/750W,E,2022,,ATX,ATX 2.x,Full,No,B,DF,SSR,DC-DC,ABLE,,Poor electrical performance from an unknown OEM; fails all 12V transient response testing per F14 Lab's testing.
,,V2,T,750W,F,2023,,ATX,ATX 2.x,Full,No,B,DF,SSR,DC-DC,Andyson,M5+,No MOV. OCP on the 3.3V rail failed (via rails falling out of ATX specification)
,,,T-M (Modular),750/850W,C,2023,,ATX,ATX 2.x,Full,Full,B,DF,SSR,DC-DC,Andyson,M5+,Essentially a Thor V2 made for full-modularity; no MOV.
,,V3 (ATX 3.1),T,750/850W,C-,2024,,ATX,ATX 3.x,Full,No,B,DF,SSR,DC-DC,Andyson,P37,"Claims LLC resonant, internal shots show otherwise. Parts selection is very questionable and transient response on the minor rails failed."
,,,T-M (Modular),750/850W,C*,2024,,ATX,ATX 3.x,Full,No,B,DF,SSR,DC-DC,Andyson,P37,Presumably the modular variant of the Thor V3.
,Titan PT,,,1200W,B+,2024,,ATX,ATX 3.x,Full,Full,P,LLC,SR,DC-DC,Andyson,PAD35,
,Vector P,,,600/700W,B+,2014,,ATX,ATX 2.x,Full,Semi,P,LLC,SR,DC-DC,Andyson,Y8,
,,,,,,,,,,,,,,,,,,
Xilence,Gaming,,Bronze,450-850W,E,2020,,ATX,ATX 2.x,230V,No,B,DF,PR,GR,HKC,ATX-13,"Claims to be DC-DC, but internal shots show otherwise; false advertising."
,,,Gold,650/750/850W,C*,2022,,ATX,ATX 2.x,230V,No,G,LLC,SR,DC-DC,XHY,2203,"Claims meeting 80+ Gold requirements, not certified."
,Performance,,A (XP-R5),430-730W,E,2014,,ATX,ATX 2.x,230V,No,W,DF,PR,GR,HEC,,
,,,A+ (XP-R8),430-830W,C-*,2016,,ATX,ATX 2.x,230V,No,B,DF,SSR,DC-DC,XHY,1505,Transient response testing isn't found and platform is relatively unknown.
,,,A+ III,450/750/850W,C-*,2020,,ATX,ATX 2.x,230V,Semi,B,DF,SSR,DC-DC,XHY,1806,Transient response testing isn't found and platform is relatively unknown.
,,,C,400/500/600W,E,2015,,ATX,ATX 2.x,230V,No,N,DF,PR,GR,XHY,,Not independently regulated and no 80+ or Cybenetics certification
,,,X,550-850W,C*,2017,,ATX,ATX 2.x,230V,No,G,LLC,SR,DC-DC,XHY,1908,No direct transient response found on this unit (platform is well reviewed) and protections work well.
,,,,1050/1250W,C*,2020,,ATX,ATX 2.x,Full,Full,G,LLC,SSR,DC-DC,XHY,1709,"Transient response testing is not available, however platform is well reviewed."
,Redwing,,R7,350-600W,F,2019,,ATX,ATX 2.x,230V,No,N,DF,PR,GR,HKC,ATX-02?,PPFC and no 80+ certification; e-waste
,,,,700W,F,2019,,ATX,ATX 2.x,230V,No,N,DF,PR,GR,Unknown,,
,,,,,,,,,,,,,,,,,,
Yeyian,Raiden,,Gold,650W,F,2024,,ATX,ATX 3.x,Full,Semi,G,DF,PR,DC-DC,Unknown,,Does not claim certain safety protection circuits which is a major deficiency.
,,,Bronze,550/650/750W,F,2024,,ATX,ATX 2.x,Full,No,B,DF,PR,GR,Unknown,,Does not claim certain safety protection circuits which is a major deficiency.
,,,,,,,,,,,,,,,,,,
Zalman,Acrux,,,750-1200W,B,2017,,ATX,ATX 2.x,Full,Full,P,LLC,SR,DC-DC,Enhance,13XX GT Platinum,
,EBT,,,650/750W,C+,2016,,ATX,ATX 2.x,Full,Semi,G,LLC,SR,DC-DC,High Power,NO-771,
,,,,850/1000/1200W,C+,2015,,ATX,ATX 2.x,Full,Full,G,DF,SR,DC-DC,High Power,NO-763,
,Gigamax,GV,II,550/650/750W,C*,2020,,ATX,ATX 2.x,230V,Full,B,DF,PR,DC-DC,Hui Cheng,,
,,,II-A,500/600/700W,E,2022,,ATX,ATX 2.x,Full,No,B,DF,PR,GR,Andyson,M5,"Claimed DC-DC, internal shots from 2023 show otherwise. Confirmed GR."
,,,III (3),550/650/750W,E,2024,,ATX,ATX 3.x,230V,No,S,DF,SSR,DC-DC,Jiumeng,,"No protections testing, performance testing is not extensive. Need further testing to move beyond tier E since Jiumeng is the OEM."
,GVM,,,850/1000W,C*,2014,,ATX,ATX 2.x,230V,Semi,B,DF,PR,DC-DC,High Power,NO-768,
,,,,500/600/700W,E,2015,,ATX,ATX 2.x,Full,Semi,B,DF,PR,GR,High Power,NO-782,
,Megamax,TXII,V1,500/600/700W,E,2020,,ATX,ATX 2.x,230V,No,W,DF,PR,GR,Jiumeng,,Pre production sample used for testing.
,,,V2,500-800W,E,2021,,ATX,ATX 2.x,230V,No,W,DF,PR,GR,Jiumeng,,
,,II (GV2SE),,500/600/700W,F,2024,,ATX,ATX 2.x,230V,No,B,DF,PR,DC-DC,Jiumeng,,"12V and 5V OCP malfunction, allowing the unit to have varying issues of OOS voltage drops and/or OOS ripple."
,,,,800W,C*,2024,,ATX,ATX 2.x,230V,No,B,DF,PR,DC-DC,Jiumeng,,
,TX,,,500/600/700W,C-,2016,,ATX,ATX 2.x,230V,No,W,DF,SR,DC-DC,Jiumeng,,
,Teramax,II,-,750-1200W,B*,2023,,ATX,ATX 3.x,Full,Full,G,LLC,SR,DC-DC,Jiumeng,AGT,No proper transient testing. Protections weren't tested.
,,,SE,750/850/1000W,B+,2024,,ATX,ATX 3.x,Full,Full,G,LLC,SR,DC-DC,Jiumeng,JM-880-QT,"1000W has very poor transient response in the 200% ATX 3.1 excursion test, poor regulation on 3.3V, OCP is set way too high on the minor rails."
,,I,-,750-1200W,B*,2022,,ATX,ATX 2.x,Full,Full,G,LLC,SR,DC-DC,Jiumeng,AGT,"Load regulation on the minor rails is mediocre, protections need tuning."
,Wattbitt,,II (XE II),400/500/600W,F,2016,,ATX,ATX 2.x,230V,No,N,DF,PR,GR,Jiumeng,,"PPFC, no voltage switch, 230V only, no 80+, same as the 83+ XE"
,,,83+ (XE),400/500/600W,F,2015,,ATX,ATX 2.x,230V,No,N,DF,PR,GR,Jiumeng,,"PPFC, no voltage switch, 230V only, no 80+"
,WattGiga,,,500/600/700W,E,2018,,ATX,ATX 2.x,Full,Semi,B,DF,PR,GR,Jiumeng,,Korean exclusive.
,WattTera (EBT II),,,700-1200W,B*,2020,,ATX,ATX 2.x,Full,Full,G,LLC,SR,DC-DC,Enhance,ATX-32XX,
